Subject,Cat #,Section,Code,Instructor
NSC,120,401,NSC 120 401,"Jondall,Dava R"
NSC,120,401,NSC 120 401,"Yitayew,Muluneh"
NSC,170C1,103,NSC 170C1 103,"Mills,Christopher Thomas"
NSC,170C1,104,NSC 170C1 104,"Driscoll,Nancy R"
NSC,170C1,104,NSC 170C1 104,"Mills,Christopher Thomas"
NSC,170C1,401,NSC 170C1 401,"Driscoll,Nancy R"
NSC,170C1,402,NSC 170C1 402,"Driscoll,Nancy R"
NSC,170C1,403,NSC 170C1 403,"Mills,Christopher Thomas"
NSC,170C1,404,NSC 170C1 404,"Driscoll,Nancy R"
NSC,170C1,404,NSC 170C1 404,"Mills,Christopher Thomas"
NSC,170C2,101,NSC 170C2 101,"Sparks,Patricia L"
NSC,170C2,401,NSC 170C2 401,"Sparks,Patricia L"
NSC,170C2,401A,NSC 170C2 401A,"Sparks,Patricia L"
NSC,225,101,NSC 225 101,"Jackson,Kelly A"
NSC,225,401,NSC 225 401,"Jackson,Kelly A"
NSC,255,101,NSC 255 101,"Sparks,Patricia L"
NSC,255,401,NSC 255 401,"Sparks,Patricia L"
NSC,301,102,NSC 301 102,"Linares-Gaffer,Ashlee L"
NSC,301,401,NSC 301 401,"Linares-Gaffer,Ashlee L"
NSC,308,401,NSC 308 401,-
NSC,310,101,NSC 310 101,-
NSC,310,401,NSC 310 401,-
NSC,353,101,NSC 353 101,"Pihl,Tedley S"
NSC,353,401,NSC 353 401,"Pihl,Tedley S"
NSC,445,101,NSC 445 101,"Drescher,Amy A"
NSC,445,401,NSC 445 401,"Drescher,Amy A"
NSC,545,101,NSC 545 101,"Drescher,Amy A"
NSC,545,401,NSC 545 401,"Drescher,Amy A"
NSC,545,401,NSC 545 401,"Serrano,Guadalupe Anaid"
NURS,600D,101,NURS 600D 101,"Crist,Janice D"
NURS,600D,401,NURS 600D 401,"Crist,Janice D"
NURS,609A,101,NURS 609A 101,"Allison,Theresa E"
NURS,609A,101,NURS 609A 101,"Brown,Angela C"
NURS,609A,101,NURS 609A 101,"Daly,Patricia"
NURS,609A,101,NURS 609A 101,"DeBoe,Joseph Charles"
NURS,609A,101,NURS 609A 101,"Flamm,Kristie Lynn"
NURS,609A,101,NURS 609A 101,"Kiser,Lisa Heidi"
NURS,609A,101,NURS 609A 101,"Mackey,Patricia"
NURS,609A,101,NURS 609A 101,"Pacheco,Christy L"
NURS,609A,101,NURS 609A 101,"Shurson,Lauren"
NURS,609A,401,NURS 609A 401,"Allison,Theresa E"
NURS,609A,401,NURS 609A 401,"Brown,Angela C"
NURS,609A,401,NURS 609A 401,"Daly,Patricia"
NURS,609A,401,NURS 609A 401,"DeBoe,Joseph Charles"
NURS,609A,401,NURS 609A 401,"Flamm,Kristie Lynn"
NURS,609A,401,NURS 609A 401,"Kiser,Lisa Heidi"
NURS,609A,401,NURS 609A 401,"Mackey,Patricia"
NURS,609A,401,NURS 609A 401,"Pacheco,Christy L"
NURS,609A,401,NURS 609A 401,"Shurson,Lauren"
NURS,629,101,NURS 629 101,"Rothers,Janet L"
NURS,629,101,NURS 629 101,"Wung,Shu Fen"
NURS,629,401,NURS 629 401,"Rothers,Janet L"
NURS,629,401,NURS 629 401,"Wung,Shu Fen"
NURS,630,101,NURS 630 101,"Silva Torres,Graciela Emilia"
NURS,630,401,NURS 630 401,"Silva Torres,Graciela Emilia"
NURS,647,101,NURS 647 101,"Carrington,Jane M"
NURS,647,401,NURS 647 401,"Carrington,Jane M"
NURS,650,101,NURS 650 101,"Brewer,Barbara B"
NURS,650,101,NURS 650 101,"Rainbow,Jessica"
NURS,650,401,NURS 650 401,"Brewer,Barbara B"
NURS,650,401,NURS 650 401,"Rainbow,Jessica"
NURS,695B,101,NURS 695B 101,"Gallagher,Shawn Patrick"
NURS,695B,101,NURS 695B 101,"Godfrey,Timian M"
NURS,695B,101,NURS 695B 101,"Love,Rene Allen"
NURS,695B,101,NURS 695B 101,"Shurson,Lauren"
NURS,695B,401,NURS 695B 401,"Gallagher,Shawn Patrick"
NURS,695B,401,NURS 695B 401,"Godfrey,Timian M"
NURS,695B,401,NURS 695B 401,"Love,Rene Allen"
NURS,695B,401,NURS 695B 401,"Shurson,Lauren"
NURS,695D,101,NURS 695D 101,"Brooks,Michael Thomas"
NURS,695D,101,NURS 695D 101,"Goff,Kirin T"
NURS,695D,401,NURS 695D 401,"Brooks,Michael Thomas"
NURS,695D,401,NURS 695D 401,"Goff,Kirin T"
NURS,701A,101,NURS 701A 101,"Loescher,Lois J"
NURS,701A,401,NURS 701A 401,"Loescher,Lois J"
NURS,705,101,NURS 705 101,"Reed,Pamela G"
NURS,705,101,NURS 705 101,"Rishel,Cindy J"
NURS,705,401,NURS 705 401,"Reed,Pamela G"
NURS,705,401,NURS 705 401,"Rishel,Cindy J"
NURS,707,101,NURS 707 101,"Loescher,Lois J"
NURS,707,401,NURS 707 401,"Loescher,Lois J"
NURS,721,101,NURS 721 101,"Pace,Thaddeus Wesley Warren"
NURS,721,401,NURS 721 401,"Pace,Thaddeus Wesley Warren"
NURS,727,101,NURS 727 101,"Taylor-Piliae,Ruth E"
NURS,727,401,NURS 727 401,"Taylor-Piliae,Ruth E"
NURS,730,101,NURS 730 101,"Insel,Kathleen C"
NURS,730,101,NURS 730 101,"Morrison,Helena W"
NURS,730,401,NURS 730 401,"Insel,Kathleen C"
NURS,730,401,NURS 730 401,"Morrison,Helena W"
NURS,731,101,NURS 731 101,"Crist,Janice D"
NURS,731,401,NURS 731 401,"Crist,Janice D"
NURS,744,101,NURS 744 101,"Stauber,Leah S"
NURS,744,401,NURS 744 401,"Stauber,Leah S"
NURS,747,101,NURS 747 101,"Ritter,Leslie S"
NURS,747,401,NURS 747 401,"Ritter,Leslie S"
NURS,748,101,NURS 748 101,"Morrison,Helena W"
NURS,748,401,NURS 748 401,"Morrison,Helena W"
NURS,752,401,NURS 752 401,-
NURS,787,101,NURS 787 101,"McEwen,Marylyn M"
NURS,787,401,NURS 787 401,"McEwen,Marylyn M"
OPTI,528,101,OPTI 528 101,"Hart,Michael"
OPTI,528,401,OPTI 528 401,"Hart,Michael"
PA,205,101,PA 205 101,"Chan,Hoi Yee"
PA,205,101,PA 205 101,"Oberdick,William A"
PA,205,101,PA 205 101,"Paco Abenoza,Aria"
PA,205,401,PA 205 401,"Chan,Hoi Yee"
PA,205,401,PA 205 401,"Oberdick,William A"
PA,205,401,PA 205 401,"Paco Abenoza,Aria"
PA,321,2,PA 321 2,"Schumacher,William Thomas"
PA,321,101,PA 321 101,"Howard,Laura M"
PA,321,102,PA 321 102,"Hazony,Avital"
PA,321,401,PA 321 401,"Howard,Laura M"
PA,321,402,PA 321 402,"Hazony,Avital"
PA,323,101,PA 323 101,"Keoseyan,Benjamin"
PA,323,401,PA 323 401,"Keoseyan,Benjamin"
PA,330,101,PA 330 101,"Grossenbach,Daniel H"
PA,330,401,PA 330 401,"Grossenbach,Daniel H"
PA,349,101,PA 349 101,"Hemphill,Katie"
PA,349,401,PA 349 401,"Hemphill,Katie"
PA,356,101,PA 356 101,"Brewer-Osorio,Susan Virginia"
PA,366,101,PA 366 101,"Brewer-Osorio,Susan Virginia"
PA,470,101,PA 470 101,"Ahn,Min Woo"
PA,470,401,PA 470 401,"Ahn,Min Woo"
PA,480,101,PA 480 101,"Goggin,Malcolm"
PA,480,401,PA 480 401,"Goggin,Malcolm"
PCOL,196D,101,PCOL 196D 101,"Schnellmann,Jennifer G"
PCOL,196D,401,PCOL 196D 401,"Schnellmann,Jennifer G"
PFFP,196A,101,PFFP 196A 101,"Ligon,Victoria Kathleen"
PFFP,196A,401,PFFP 196A 401,"Ligon,Victoria Kathleen"
PHIL,110,101,PHIL 110 101,"Howard,Laura M"
PHIL,110,102,PHIL 110 102,"Weinberg,Jonathan M"
PHIL,110,401,PHIL 110 401,"Howard,Laura M"
PHIL,110,402,PHIL 110 402,"Weinberg,Jonathan M"
PHIL,150A1,1,PHIL 150A1 1,"Whitton,Sean Peter"
PHIL,150A1,401,PHIL 150A1 401,"Whitton,Sean Peter"
PHIL,150B1,101,PHIL 150B1 101,"Howard,Laura M"
PHIL,150B1,401,PHIL 150B1 401,"Howard,Laura M"
PHIL,202,101,PHIL 202 101,"King,Caroline"
PHIL,202,401,PHIL 202 401,"King,Caroline"
PHIL,205,101,PHIL 205 101,"Chan,Hoi Yee"
PHIL,205,101,PHIL 205 101,"Oberdick,William A"
PHIL,205,101,PHIL 205 101,"Paco Abenoza,Aria"
PHIL,205,401,PHIL 205 401,"Chan,Hoi Yee"
PHIL,205,401,PHIL 205 401,"Oberdick,William A"
PHIL,205,401,PHIL 205 401,"Paco Abenoza,Aria"
PHIL,210,101,PHIL 210 101,"Guzman,Danielle Alexandra"
PHIL,210,401,PHIL 210 401,"Guzman,Danielle Alexandra"
PHIL,220,101,PHIL 220 101,"Chan,Hoi Yee"
PHIL,220,101,PHIL 220 101,"Oberdick,William A"
PHIL,220,101,PHIL 220 101,"Paco Abenoza,Aria"
PHIL,220,401,PHIL 220 401,"Chan,Hoi Yee"
PHIL,220,401,PHIL 220 401,"Oberdick,William A"
PHIL,220,401,PHIL 220 401,"Paco Abenoza,Aria"
PHIL,223,101,PHIL 223 101,"Machibya,Telesphory R"
PHIL,223,401,PHIL 223 401,"Machibya,Telesphory R"
PHIL,241,1,PHIL 241 1,"Lazo,Robert Patrick Stone"
PHIL,241,101,PHIL 241 101,"Wisniewska,Karolina"
PHIL,241,401,PHIL 241 401,"Wisniewska,Karolina"
PHIL,241,402,PHIL 241 402,"Lazo,Robert Patrick Stone"
PHIL,321,2,PHIL 321 2,"Schumacher,William Thomas"
PHIL,321,101,PHIL 321 101,"Howard,Laura M"
PHIL,321,102,PHIL 321 102,"Hazony,Avital"
PHIL,321,401,PHIL 321 401,"Howard,Laura M"
PHIL,321,402,PHIL 321 402,"Hazony,Avital"
PHIL,322,101,PHIL 322 101,"Chan,Hoi Yee"
PHIL,322,101,PHIL 322 101,"Oberdick,William A"
PHIL,322,101,PHIL 322 101,"Paco Abenoza,Aria"
PHIL,322,401,PHIL 322 401,"Chan,Hoi Yee"
PHIL,322,401,PHIL 322 401,"Oberdick,William A"
PHIL,322,401,PHIL 322 401,"Paco Abenoza,Aria"
PHIL,323,101,PHIL 323 101,"Keoseyan,Benjamin"
PHIL,323,401,PHIL 323 401,"Keoseyan,Benjamin"
PHIL,347,101,PHIL 347 101,"Dewey,Caleb Randy"
PHIL,347,401,PHIL 347 401,"Dewey,Caleb Randy"
PHIL,410A,101,PHIL 410A 101,"Golemon,Luke E"
PHIL,410A,401,PHIL 410A 401,"Golemon,Luke E"
PHIL,413A,101,PHIL 413A 101,"Harless,Patrick"
PHIL,413A,401,PHIL 413A 401,"Harless,Patrick"
PHIL,472A,101,PHIL 472A 101,"Wastvedt,Bjorn Sether"
PHIL,472A,401,PHIL 472A 401,"Wastvedt,Bjorn Sether"
PHIL,513A,101,PHIL 513A 101,"Harless,Patrick"
PHIL,513A,401,PHIL 513A 401,"Harless,Patrick"
PHIL,519,101,PHIL 519 101,"Schmidtz,David J"
PHIL,519,401,PHIL 519 401,"Schmidtz,David J"
PHP,495,101,PHP 495 101,"Urbine,Terry F"
PHP,495,403,PHP 495 403,"Urbine,Terry F"
PHPM,310,101,PHPM 310 101,"Urbine,Terry F"
PHPM,310,403,PHPM 310 403,"Urbine,Terry F"
PHPM,407,101,PHPM 407 101,"Urbine,Terry F"
PHPM,407,403,PHPM 407 403,"Urbine,Terry F"
PHPM,415,101,PHPM 415 101,"Tiggs,Karen J"
PHPM,415,403,PHPM 415 403,"Tiggs,Karen J"
PHPM,507,101,PHPM 507 101,"Urbine,Terry F"
PHPM,507,402,PHPM 507 402,"Urbine,Terry F"
PHPM,695D,101,PHPM 695D 101,"Brooks,Michael Thomas"
PHPM,695D,101,PHPM 695D 101,"Goff,Kirin T"
PHPM,695D,401,PHPM 695D 401,"Brooks,Michael Thomas"
PHPM,695D,401,PHPM 695D 401,"Goff,Kirin T"
PHSC,695D,101,PHSC 695D 101,"Brooks,Michael Thomas"
PHSC,695D,101,PHSC 695D 101,"Goff,Kirin T"
PHSC,695D,401,PHSC 695D 401,"Brooks,Michael Thomas"
PHSC,695D,401,PHSC 695D 401,"Goff,Kirin T"
PLG,202,101,PLG 202 101,"Chorover,Gina"
PLG,202,401,PLG 202 401,"Chorover,Gina"
PLG,211,101,PLG 211 101,"Iroz-Elardo,Nicole"
PLG,211,401,PLG 211 401,"Iroz-Elardo,Nicole"
PLG,457,101,PLG 457 101,"Sanchez Trigueros,Fernando"
PLG,457,401,PLG 457 401,"Sanchez Trigueros,Fernando"
PLP,527R,102,PLP 527R 102,"Orbach,Marc Joel"
PLP,527R,401,PLP 527R 401,"Orbach,Marc Joel"
PLS,120,101,PLS 120 101,"Jondall,Dava R"
PLS,120,101,PLS 120 101,"Yitayew,Muluneh"
PLS,120,401,PLS 120 401,"Jondall,Dava R"
PLS,120,401,PLS 120 401,"Yitayew,Muluneh"
PLS,170C1,102,PLS 170C1 102,"Pessarakli,Mohammad"
PLS,170C1,402,PLS 170C1 402,"Pessarakli,Mohammad"
PLS,170C2,102,PLS 170C2 102,"Orchard,Samantha"
PLS,170C2,402,PLS 170C2 402,"Orchard,Samantha"
PLS,170C3,102,PLS 170C3 102,"Quist,Tanya M"
PLS,170C3,402,PLS 170C3 402,"Quist,Tanya M"
PLS,240,102,PLS 240 102,"Quist,Tanya M"
PLS,240,102A,PLS 240 102A,"Quist,Tanya M"
PLS,240,402,PLS 240 402,"Quist,Tanya M"
PLS,240,402A,PLS 240 402A,"Quist,Tanya M"
POL,201,101,POL 201 101,"Ridenour,Joshua Charles Keith"
POL,201,101,POL 201 101,"McCamman,Michael J"
POL,201,401,POL 201 401,"Ridenour,Joshua Charles Keith"
POL,201,401,POL 201 401,"McCamman,Michael J"
POL,202,101,POL 202 101,"Gordell,Kelly Marie"
POL,202,101,POL 202 101,"Chen,Xiran"
POL,202,401,POL 202 401,"Gordell,Kelly Marie"
POL,202,401,POL 202 401,"Chen,Xiran"
POL,204,101,POL 204 101,"Work,Alexis Nicole"
POL,204,401,POL 204 401,"Work,Alexis Nicole"
POL,377,103,POL 377 103,"Hammer,Leonard M"
POL,377,403,POL 377 403,"Hammer,Leonard M"
POL,388,101,POL 388 101,"Williams,Isabel Lee"
POL,388,401,POL 388 401,"Williams,Isabel Lee"
POL,424,101,POL 424 101,"Bianchi,Matias F"
POL,424,401,POL 424 401,"Bianchi,Matias F"
POL,471,101,POL 471 101,"Westerland,Chad L"
POL,471,401,POL 471 401,"Westerland,Chad L"
PPEL,205,101,PPEL 205 101,"Chan,Hoi Yee"
PPEL,205,101,PPEL 205 101,"Oberdick,William A"
PPEL,205,101,PPEL 205 101,"Paco Abenoza,Aria"
PPEL,205,401,PPEL 205 401,"Chan,Hoi Yee"
PPEL,205,401,PPEL 205 401,"Oberdick,William A"
PPEL,205,401,PPEL 205 401,"Paco Abenoza,Aria"
PR,318,101,PR 318 101,"Choi,Eunjoo"
PR,318,101,PR 318 101,"Nemcova,Katerina"
PR,318,101,PR 318 101,"Rains,Stephen A"
PR,318,401,PR 318 401,"Choi,Eunjoo"
PR,318,401,PR 318 401,"Nemcova,Katerina"
PR,318,401,PR 318 401,"Rains,Stephen A"
RCSC,150B1,101,RCSC 150B1 101,"Kennedy,Kathleen J"
RCSC,150B1,401,RCSC 150B1 401,"Kennedy,Kathleen J"
RCSC,150B2,3,RCSC 150B2 3,"Ligon,Victoria Kathleen"
RCSC,150B2,403,RCSC 150B2 403,"Ligon,Victoria Kathleen"
RCSC,204,101,RCSC 204 101,"Padilla,Charlette T"
RCSC,204,401,RCSC 204 401,"Padilla,Charlette T"
RED,407,101,RED 407 101,"Bidolli,Brian T"
RED,407,401,RED 407 401,"Bidolli,Brian T"
RED,415,101,RED 415 101,"Currans,Kristina M"
RED,415,401,RED 415 401,"Currans,Kristina M"
RED,485,101,RED 485 101,"Bidolli,Brian T"
RED,485,401,RED 485 401,"Bidolli,Brian T"
RED,507,1,RED 507 1,"Bidolli,Brian T"
RED,507,101,RED 507 101,"Bidolli,Brian T"
RED,507,401,RED 507 401,"Bidolli,Brian T"
RED,515,101,RED 515 101,"Currans,Kristina M"
RED,515,401,RED 515 401,"Currans,Kristina M"
RED,585,101,RED 585 101,"Bidolli,Brian T"
RED,585,401,RED 585 401,"Bidolli,Brian T"
RELI,160A1,101,RELI 160A1 101,"Simmons,Caleb"
RELI,160A1,401,RELI 160A1 401,"Simmons,Caleb"
RELI,160D3,101,RELI 160D3 101,"Jameson,Alison C"
RELI,160D3,401,RELI 160D3 401,"Jameson,Alison C"
RELI,203,101,RELI 203 101,"Oberman,Hester Elsa"
RELI,203,401,RELI 203 401,"Oberman,Hester Elsa"
RELI,271,101,RELI 271 101,"Plummer,Marjorie Elizabeth"
RELI,271,401,RELI 271 401,"Plummer,Marjorie Elizabeth"
RELI,310,101,RELI 310 101,"Wright,J Edward"
RELI,310,401,RELI 310 401,"Wright,J Edward"
RELI,321,101,RELI 321 101,"Kaye,Deborah A"
RELI,321,401,RELI 321 401,"Kaye,Deborah A"
RELI,405A,101,RELI 405A 101,"Milliman,Paul R"
RELI,405A,401,RELI 405A 401,"Milliman,Paul R"
RNR,170C1,101,RNR 170C1 101,"Smith,Steven E"
RNR,170C1,401,RNR 170C1 401,"Smith,Steven E"
RNR,200,101,RNR 200 101,-
RNR,200,401,RNR 200 401,-
RNR,230L,1,RNR 230L 1,"Smith,Steven E"
RNR,230L,2,RNR 230L 2,"Smith,Steven E"
RNR,230L,401,RNR 230L 401,"Smith,Steven E"
RNR,230L,402,RNR 230L 402,"Smith,Steven E"
RNR,230R,1,RNR 230R 1,"Smith,Steven E"
RNR,230R,401,RNR 230R 401,"Smith,Steven E"
RNR,417,101,RNR 417 101,"Christopherson,Gary"
RNR,417,101,RNR 417 101,"Wissler,Craig A"
RNR,417,401,RNR 417 401,"Christopherson,Gary"
RNR,417,401,RNR 417 401,"Wissler,Craig A"
RNR,482,101,RNR 482 101,"Guertin,D Phillip"
RNR,482,401,RNR 482 401,"Guertin,D Phillip"
SBE,195A,401,SBE 195A 401,"Iroz-Elardo,Nicole"
SBE,195B,401,SBE 195B 401,"Iroz-Elardo,Nicole"
SBE,221,101,SBE 221 101,"Zuniga Teran,Adriana Alejandra"
SBE,221,401,SBE 221 401,"Zuniga Teran,Adriana Alejandra"
SBS,200,101,SBS 200 101,"Hafner,Florian"
SBS,200,101A,SBS 200 101A,"Hafner,Florian"
SBS,200,101A,SBS 200 101A,"Johnson,Richard Lee"
SBS,200,103,SBS 200 103,"Mihajlovic,Kristina"
SBS,200,103A,SBS 200 103A,"Mihajlovic,Kristina"
SBS,200,401,SBS 200 401,"Hafner,Florian"
SBS,200,401A,SBS 200 401A,"Hafner,Florian"
SBS,200,401A,SBS 200 401A,"Johnson,Richard Lee"
SBS,200,403,SBS 200 403,"Mihajlovic,Kristina"
SBS,200,403A,SBS 200 403A,"Mihajlovic,Kristina"
SERP,467,101,SERP 467 101,"Johnson,Cheryl R"
SERP,467,401,SERP 467 401,"Johnson,Cheryl R"
SERP,502,101,SERP 502 101,"Gann,Candace Joy"
SERP,502,401,SERP 502 401,"Gann,Candace Joy"
SERP,509,101,SERP 509 101,"Gratz,Loren W"
SERP,509,401,SERP 509 401,"Gratz,Loren W"
SERP,515,101,SERP 515 101,"Macfarland,Stephanie Z"
SERP,515,401,SERP 515 401,"Macfarland,Stephanie Z"
SERP,529A,101,SERP 529A 101,"Gardner,Andrew W"
SERP,529A,401,SERP 529A 401,"Gardner,Andrew W"
SERP,529B,101,SERP 529B 101,"Hartzell,Rebecca Ione"
SERP,529B,401,SERP 529B 401,"Hartzell,Rebecca Ione"
SERP,538,101,SERP 538 101,"Rivera,Maria Christina"
SERP,538,401,SERP 538 401,"Rivera,Maria Christina"
SERP,552,101,SERP 552 101,"Hartzell,Rebecca Ione"
SERP,552,401,SERP 552 401,"Hartzell,Rebecca Ione"
SERP,564,101,SERP 564 101,"Macfarland,Stephanie Z"
SERP,564,401,SERP 564 401,"Macfarland,Stephanie Z"
SERP,567,101,SERP 567 101,"Johnson,Cheryl R"
SERP,567,401,SERP 567 401,"Johnson,Cheryl R"
SGPP,384,101,SGPP 384 101,"Hammer,Leonard M"
SGPP,384,401,SGPP 384 401,"Hammer,Leonard M"
SIE,503,101,SIE 503 101,"Do,Michael Duc"
SIE,503,401,SIE 503 401,"Do,Michael Duc"
SIE,508,410,SIE 508 410,"Lepore,Robert G"
SIE,508,410,SIE 508 410,"Mense,Allan Tate"
SIE,533,110,SIE 533 110,"Liu,Jian"
SIE,533,410,SIE 533 410,"Liu,Jian"
SIE,577,101,SIE 577 101,"Subbian,Vignesh"
SIE,577,401,SIE 577 401,"Subbian,Vignesh"
SLAT,620,101,SLAT 620 101,"Tardy,Christine"
SLAT,620,401,SLAT 620 401,"Tardy,Christine"
SOC,101,101,SOC 101 101,"Ashley,Amalia Marie"
SOC,101,402,SOC 101 402,"Ashley,Amalia Marie"
SOC,150C2,101,SOC 150C2 101,"Bergesen,Albert J"
SOC,150C2,401,SOC 150C2 401,"Bergesen,Albert J"
SOC,222,101,SOC 222 101,"Johnstonbaugh,Morgan"
SOC,222,401,SOC 222 401,"Johnstonbaugh,Morgan"
SOC,300,101,SOC 300 101,"Abramson,Corey"
SOC,300,401,SOC 300 401,"Abramson,Corey"
SOC,303,102,SOC 303 102,"Brailsford,Jennifer M"
SOC,303,401,SOC 303 401,"Brailsford,Jennifer M"
SOC,304,101,SOC 304 101,"Jang,Beksahn Allan"
SOC,304,401,SOC 304 401,"Jang,Beksahn Allan"
SOC,313,1,SOC 313 1,"Scovill,Samantha"
SOC,313,401,SOC 313 401,"Scovill,Samantha"
SOC,317,1,SOC 317 1,"Manriquez,Mariana"
SOC,317,401,SOC 317 401,"Manriquez,Mariana"
SOC,349,101,SOC 349 101,"Hemphill,Katie"
SOC,349,401,SOC 349 401,"Hemphill,Katie"
SOC,350,102,SOC 350 102,"Zeng,Liwen"
SOC,350,401,SOC 350 401,"Zeng,Liwen"
SOC,365,101,SOC 365 101,"Martin,Derek C"
SOC,365,401,SOC 365 401,"Martin,Derek C"
SOC,401,102,SOC 401 102,"Brailsford,Jennifer M"
SOC,401,401,SOC 401 401,"Brailsford,Jennifer M"
SOC,414,101,SOC 414 101,"Nardin,Sabrina"
SOC,414,401,SOC 414 401,"Nardin,Sabrina"
SOC,430,101,SOC 430 101,"Zhao,Yi"
SOC,430,401,SOC 430 401,"Zhao,Yi"
SOC,476,102,SOC 476 102,"Andrews,Hannah Reanne"
SOC,476,401,SOC 476 401,"Andrews,Hannah Reanne"
SOC,496,101,SOC 496 101,"Bergesen,Albert J"
SOC,496,401,SOC 496 401,"Bergesen,Albert J"
SPAN,150B1,101,SPAN 150B1 101,"Huizar Hernandez,Anita Elizabeth"
SPAN,150B1,401,SPAN 150B1 401,"Huizar Hernandez,Anita Elizabeth"
SPAN,251,101,SPAN 251 101,-
SPAN,251,401,SPAN 251 401,-
SPAN,325,101,SPAN 325 101,-
SPAN,325,401,SPAN 325 401,-
SPAN,330,101,SPAN 330 101,"Vaknin,Johnathan Joseph"
SPAN,330,401,SPAN 330 401,"Vaknin,Johnathan Joseph"
SPAN,350,101,SPAN 350 101,"Huizar Hernandez,Anita Elizabeth"
SPAN,350,401,SPAN 350 401,"Huizar Hernandez,Anita Elizabeth"
SPAN,425,101,SPAN 425 101,-
SPAN,425,401,SPAN 425 401,-
STAT,564,101,STAT 564 101,-
STAT,564,401,STAT 564 401,-
STAT,564,402,STAT 564 402,-
STAT,571A,101,STAT 571A 101,-
STAT,571A,401,STAT 571A 401,-
